Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
100606,HUÁNUCO,LEONCIO PRADO,MARÍANO DÁMASO BERAU,11187,"9,3","41,5",14,1240
100608,HUÁNUCO,LEONCIO PRADO,CASTILLO GRANDE,14099,10,"17,1",17,1638
100609,HUÁNUCO,LEONCIO PRADO,PUEBLO NUEVO,4406,"7,9","30,1",15,1464
100701,HUÁNUCO,MARAÑÓN,HUACRACHUCO,15048,"26,2","48,6",10,822
100702,HUÁNUCO,MARAÑÓN,CHOLON,5629,"26,2","48,6",10,823
100703,HUÁNUCO,MARAÑÓN,SAN BUENAVENTURA,2097,"41,9","76,9",5,126
100704,HUÁNUCO,MARAÑÓN,LA MORADA,3713,"19,6","38,9",12,1114
100705,HUÁNUCO,MARAÑÓN,SANTA ROSA DE ALTO YAN,2673,"19,6","38,9",12,1115
100801,HUÁNUCO,PACHITEA,PANAO,18126,"39,6","56,2",8,432
100802,HUÁNUCO,PACHITEA,CHAGLLA,10278,"14,8","44,3",12,1109
100803,HUÁNUCO,PACHITEA,MOLINO,10912,"36,7","68,7",6,271
100804,HUÁNUCO,PACHITEA,UMARI,10770,42,"66,1",6,223
100902,HUÁNUCO,PUERTO INCA,CODO DEL POZUZO,8248,"15,2","39,2",12,1181
100903,HUÁNUCO,PUERTO INCA,HONORIA,4782,"18,1","35,3",13,1191
100904,HUÁNUCO,PUERTO INCA,TOURNAVISTA,6543,"18,1","35,3",13,1192
100905,HUÁNUCO,PUERTO INCA,YUYAPICHIS,6749,"1,3","28,1",16,1600
101001,HUÁNUCO,LAURICOCHA,JESÚS,3921,"12,9","37,5",14,1245
101002,HUÁNUCO,LAURICOCHA,BAÑOS,1606,"22,6","36,9",12,1094
101003,HUÁNUCO,LAURICOCHA,JIVIA,1035,"22,6","36,9",12,1095
101004,HUÁNUCO,LAURICOCHA,QUEROPALCA,924,"22,6","36,9",12,1096
101005,HUÁNUCO,LAURICOCHA,RONDOS,3356,"21,3","52,3",10,841
101006,HUÁNUCO,LAURICOCHA,SAN FRANCISCO DE ASÍS,1152,"22,6","36,9",12,1097
101007,HUÁNUCO,LAURICOCHA,SAN MIGUEL DE CAURI,5120,"30,6","56,7",8,586
10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,39051,"5,8","12,3",19,1747
10102,AMAZONAS,CHACHAPOYAS,ASUNCIÓN,278,"25,3","47,7",10,852
10103,AMAZONAS,CHACHAPOYAS,BALSAS,1180,"36,8","54,7",8,506
10104,AMAZONAS,CHACHAPOYAS,CHETO,702,"27,9","50,4",10,754
10105,AMAZONAS,CHACHAPOYAS,CHILIQUÍN,589,"42,3","63,8",6,261
10106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,1933,"43,2",60,7,315
10107,AMAZONAS,CHACHAPOYAS,GRANADA,539,33,"54,7",8,581
10108,AMAZONAS,CHACHAPOYAS,HUANCAS,1456,"20,2","43,7",11,1011
10109,AMAZONAS,CHACHAPOYAS,LA JALCA,3966,"39,5","56,4",8,426
10110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,3815,"19,2","32,2",14,1230
101101,HUÁNUCO,YAROWILCA,CHAVINILLO,4570,"27,1","57,2",9,640
101102,HUÁNUCO,YAROWILCA,CAHUAC,928,"29,7","60,1",8,541
101103,HUÁNUCO,YAROWILCA,CHACABAMBA,898,"26,9","56,7",9,646
101104,HUÁNUCO,YAROWILCA,APARICIO POMARES,4754,"33,2","62,7",8,425
101105,HUÁNUCO,YAROWILCA,JACAS CHICO,1006,"30,8",59,8,542
101106,HUÁNUCO,YAROWILCA,OBAS,3684,23,"47,1",10,910
101107,HUÁNUCO,YAROWILCA,PAMPAMARCA,996,"35,1","62,2",8,404
101108,HUÁNUCO,YAROWILCA,CHORAS,1869,"30,1","62,9",8,478
10111,AMAZONAS,CHACHAPOYAS,LEVANTO,803,"31,4","50,7",9,668
10112,AMAZONAS,CHACHAPOYAS,MAGDALENA,911,"21,4","39,8",12,1055
10113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,1534,"30,6","47,9",10,749
10114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,2266,28,"43,3",10,887
10115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,487,"28,6","48,7",10,770
10116,AMAZONAS,CHACHAPOYAS,OLLEROS,435,"36,5","59,3",8,428
10117,AMAZONAS,CHACHAPOYAS,QUINJALCA,792,"37,4","56,9",8,453
10118,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUA,323,"18,9","40,5",12,1099
10119,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,590,"32,5","54,3",8,596
10120,AMAZONAS,CHACHAPOYAS,SOLOCO,1261,32,"50,1",9,669
10121,AMAZONAS,CHACHAPOYAS,SONCHE,277,"42,3","69,4",6,180
10201,AMAZONAS,BAGUA,BAGUA,29905,"12,1","20,3",16,1559
10202,AMAZONAS,BAGUA,ARAMANGO,10149,"31,2","45,8",10,778
10203,AMAZONAS,BAGUA,COPALLÍN,4660,"18,4","30,7",14,1269
10204,AMAZONAS,BAGUA,EL PARCO,1287,"26,8","43,7",10,901
10205,AMAZONAS,BAGUA,IMAZA,32136,"46,7","61,2",6,226
10206,AMAZONAS,BAGUA,LA PECA,6535,"26,4","43,1",11,918
10301,AMAZONAS,BONGARÁ,JUMBILLA,1332,"22,4","36,7",12,1108
10302,AMAZONAS,BONGARÁ,CHISQUILLA,319,"31,2","53,3",9,638
10303,AMAZONAS,BONGARÁ,CHURUJA,301,14,"27,5",15,1409
10304,AMAZONAS,BONGARÁ,COROSHA,825,"45,9","63,7",6,206
10305,AMAZONAS,BONGARÁ,CUISPES,684,"35,6","56,1",8,500
10306,AMAZONAS,BONGARÁ,FLORIDA,6397,"26,5","40,9",11,950
10307,AMAZONAS,BONGARÁ,JAZÁN,7931,"16,1","29,4",14,1356
10308,AMAZONAS,BONGARÁ,RECTA,218,25,"52,4",10,767
10309,AMAZONAS,BONGARÁ,SAN CARLOS,551,"18,5","39,5",12,1130
10310,AMAZONAS,BONGARÁ,SHIPASBAMBA,1678,"26,3","45,4",10,886
10311,AMAZONAS,BONGARÁ,VALERA,837,14,"27,5",15,1410
10312,AMAZONAS,BONGARÁ,YAMBRASBAMBA,5757,"35,7",52,8,583
10401,AMAZONAS,CONDORCANQUI,NIEVA,20847,"43,3","59,5",7,324
10402,AMAZONAS,CONDORCANQUI,EL CENEPA,12537,"54,3","71,6",4,91
10403,AMAZONAS,CONDORCANQUI,RÍO SANTIAGO,17960,52,"67,8",5,119
10501,AMAZONAS,LUYA,LAMUD,2375,"23,7","38,2",12,1045
10502,AMAZONAS,LUYA,CAMPORREDONDO,7515,"41,3","59,2",7,352
10503,AMAZONAS,LUYA,COCABAMBA,2045,"46,7","65,3",6,175
10504,AMAZONAS,LUYA,COLCAMAR,1933,34,"50,7",9,633
10505,AMAZONAS,LUYA,CONILA,1923,"40,4","58,9",7,372
10506,AMAZONAS,LUYA,INGUILPATA,486,"28,3","52,1",9,702
10507,AMAZONAS,LUYA,LONGUITA,883,"46,5",67,6,166
10508,AMAZONAS,LUYA,LONYA CHICO,858,"37,5","55,9",8,470
10509,AMAZONAS,LUYA,LUYA,4118,"23,1","37,5",12,1079
10510,AMAZONAS,LUYA,LUYA VIEJO,405,"40,9",68,6,217
10511,AMAZONAS,LUYA,MARÍA,776,"42,2","61,6",7,302
10512,AMAZONAS,LUYA,OCALLI,3950,"36,9","53,9",8,518
10513,AMAZONAS,LUYA,OCUMAL,3712,"43,1","61,4",7,287
10514,AMAZONAS,LUYA,PISUQUIA,5075,"49,6","67,4",5,139
10515,AMAZONAS,LUYA,PROVIDENCIA,1389,"44,2","65,3",6,207
10516,AMAZONAS,LUYA,SAN CRISTÓBAL,550,"41,7","63,8",6,269
10517,AMAZONAS,LUYA,SAN FRANCISCO DEL YESO,732,"38,7","59,4",7,388
10518,AMAZONAS,LUYA,SAN JERONIMO,621,"37,4","56,9",8,450
10519,AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA,434,"44,3",67,6,187
10520,AMAZONAS,LUYA,SANTA CATALINA,2145,"50,5","70,1",5,112
10521,AMAZONAS,LUYA,SANTO TOMÁS,3070,"38,4","55,5",8,457
10522,AMAZONAS,LUYA,TINGO,1375,31,49,9,712
10523,AMAZONAS,LUYA,TRITA,1457,"39,8","60,3",7,360
10601,AMAZONAS,RODRIGUEZ DE MEND,SAN NICOLÁS,6499,"15,3","26,4",15,1408
10602,AMAZONAS,RODRIGUEZ DE MEND,CHIRIMOTO,2877,"30,4","46,5",10,780
10603,AMAZONAS,RODRIGUEZ DE MEND,COCHAMAL,636,"23,7","43,2",11,963
10604,AMAZONAS,RODRIGUEZ DE MEND,HUAMBO,2664,17,"28,9",14,1343
10605,AMAZONAS,RODRIGUEZ DE MEND,LIMABAMBA,2431,"29,2","45,7",10,818
10606,AMAZONAS,RODRIGUEZ DE MEND,LONGAR,1673,"18,5","33,1",14,1222
10607,AMAZONAS,RODRIGUEZ DE MEND,MARISCAL BENAVIDES,1559,"15,2",29,14,1373
10608,AMAZONAS,RODRIGUEZ DE MEND,MILPUC,419,"21,3","41,9",12,1036
10609,AMAZONAS,RODRIGUEZ DE MEND,OMIA,10028,"31,1","47,9",9,736
10610,AMAZONAS,RODRIGUEZ DE MEND,SANTA ROSA,529,"15,7","33,2",14,1274
10611,AMAZONAS,RODRIGUEZ DE MEND,TOTORA,288,17,"28,9",14,1344
10612,AMAZONAS,RODRIGUEZ DE MEND,VISTA ALEGRE,4048,"42,1","60,3",7,330
10701,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,57746,"18,3","30,7",14,1271
10702,AMAZONAS,UTCUBAMBA,CAJARURO,24525,"28,9",43,10,884
10703,AMAZONAS,UTCUBAMBA,CUMBA,8760,"29,7","45,2",10,817
10704,AMAZONAS,UTCUBAMBA,EL MILAGRO,6503,20,"33,5",13,1190
10705,AMAZONAS,UTCUBAMBA,JAMALCA,7215,"28,4","42,6",10,894
10706,AMAZONAS,UTCUBAMBA,LONYA GRANDE,11300,"24,9","39,7",11,997
10707,AMAZONAS,UTCUBAMBA,YAMÓN,3245,"30,3","46,5",10,782
110101,ICA,ICA,ICA,168765,1,"3,4",24,1853
110102,ICA,ICA,LA TINGUIÑA,46164,"1,3","4,7",23,1844
110103,ICA,ICA,LOS AQUIJES,25686,"3,3","9,5",21,1786
110104,ICA,ICA,OCUCAJE,5141,"0,2","2,8",24,1859
110105,ICA,ICA,PACHACÚTEC,8284,"1,4","7,4",22,1817
110106,ICA,ICA,PARCONA,60173,"1,5","4,8",23,1838
110107,ICA,ICA,PUEBLO NUEVO,7513,0,"1,4",26,1869
110108,ICA,ICA,SALAS,30467,"2,5","8,5",22,1800
110109,ICA,ICA,SAN JOSÉ DE LOS MOLINOS,7989,"2,1","8,2",22,1806
110110,ICA,ICA,SAN JUAN BAUTISTA,15527,"1,2","4,6",23,1845
110111,ICA,ICA,SANTIAGO,30933,"1,3","4,9",23,1842
110112,ICA,ICA,SUBTANJALLA,32666,"1,7",7,22,1818
110113,ICA,ICA,TATE,5184,"1,4","7,2",22,1820
110114,ICA,ICA,YAUCA DEL ROSARIO,1260,"2,2","10,7",21,1784
110201,ICA,CHINCHA,CHINCHA ALTA,77070,"1,2","4,1",23,1849
110202,ICA,CHINCHA,ALTO LARÁN,8891,"1,5","5,9",23,1828
110203,ICA,CHINCHA,CHAVÍN,2658,"16,6","43,6",12,1083
110204,ICA,CHINCHA,CHINCHA BAJA,14613,"0,6","3,4",24,1855
110205,ICA,CHINCHA,EL CARMEN,13940,"1,5","4,7",23,1839
110206,ICA,CHINCHA,GROCIO PRADO,29052,"1,2","5,5",23,1833
110207,ICA,CHINCHA,PUEBLO NUEVO,73510,"1,3","5,2",23,1836
110208,ICA,CHINCHA,SAN JUAN DE YÁNAC,1673,"4,6","16,6",19,1714
110209,ICA,CHINCHA,SAN PEDRO DE HUACARPA,1083,"4,6","16,6",19,1715
110210,ICA,CHINCHA,SUNAMPE,33046,"1,3","5,5",23,1832
110211,ICA,CHINCHA,TAMBO DE MORA,6574,"0,8","4,3",23,1850
110301,ICA,NASCA,NASCA,29772,"1,1","4,9",23,1843
110302,ICA,NASCA,CHANGUILLO,2175,"0,5","6,2",23,1834
110303,ICA,NASCA,EL INGENIO,3585,"0,5","4,6",23,1851
110304,ICA,NASCA,MARCONA,18046,"0,6","3,9",23,1852
110305,ICA,NASCA,VISTA ALEGRE,24894,"1,4","6,4",23,1827
110401,ICA,PALPA,PALPA,8722,"2,1","8,1",22,1807
110402,ICA,PALPA,LLIPATA,1765,"0,4",7,23,1830
110403,ICA,PALPA,RÍO GRANDE,2946,"0,2","5,5",23,1846
110404,ICA,PALPA,SANTA CRUZ,1037,"0,6","12,6",21,1781
110405,ICA,PALPA,TIBILLO,362,"0,9","16,3",20,1753
110501,ICA,PISCO,PISCO,78636,"1,5","4,7",23,1840
110502,ICA,PISCO,HUANCANO,1452,"0,6","7,4",23,1824
110503,ICA,PISCO,HUMAY,5846,"2,4","9,3",22,1797
110504,ICA,PISCO,INDEPENDENCIA,14544,"1,8","6,1",23,1826
110505,ICA,PISCO,PARACAS,9011,"1,8","8,1",22,1811
110506,ICA,PISCO,SAN ANDRÉS,15995,1,"4,5",23,1848
110507,ICA,PISCO,SAN CLEMENTE,28904,"2,3","7,3",22,1814
110508,ICA,PISCO,TÚPAC AMARU INCA,19628,"1,7","5,6",23,1829
120101,JUNÍN,HUANCAYO,HUANCAYO,124294,"4,4","8,7",21,1783
120104,JUNÍN,HUANCAYO,CARHUACALLANGA,468,"24,3","39,3",11,1021
120105,JUNÍN,HUANCAYO,CHACAPAMPA,941,"24,3","39,3",11,1022
120106,JUNÍN,HUANCAYO,CHICCHE,687,"24,3","39,3",11,1023
120107,JUNÍN,HUANCAYO,CHILCA,100252,"9,2","16,8",18,1655
120108,JUNÍN,HUANCAYO,CHONGOS ALTO,1523,"12,1",28,15,1427
120111,JUNÍN,HUANCAYO,CHUPURO,2095,"24,3","39,3",11,1024
120112,JUNÍN,HUANCAYO,COLCA,1032,"28,5","48,6",10,773
120113,JUNÍN,HUANCAYO,CULLHUAS,1308,"28,5","48,6",10,774
120114,JUNÍN,HUANCAYO,EL TAMBO,175725,"3,5","6,7",22,1808
120116,JUNÍN,HUANCAYO,HUACRAPUQUIO,1415,"24,3","39,3",11,1025
120117,JUNÍN,HUANCAYO,HUALHUAS,6006,"9,6","24,6",16,1532
120119,JUNÍN,HUANCAYO,HUANCÁN,29996,"17,4","32,7",14,1249
120120,JUNÍN,HUANCAYO,HUASICANCHA,840,"24,3","39,3",11,1026
120121,JUNÍN,HUANCAYO,HUAYUCACHI,10925,"15,9","37,2",13,1197
120122,JUNÍN,HUANCAYO,INGENIO,2448,"12,1",28,15,1428
120124,JUNÍN,HUANCAYO,PARIAHUANCA,5201,"24,3","39,3",11,1027
120125,JUNÍN,HUANCAYO,PILCOMAYO,24039,"9,6","24,6",16,1533
120126,JUNÍN,HUANCAYO,PUCARA,4859,"15,9","37,2",13,1198
120127,JUNÍN,HUANCAYO,QUICHUAY,1931,"12,1",28,15,1429
120128,JUNÍN,HUANCAYO,QUILCAS,4063,"11,2","40,7",14,1216
120129,JUNÍN,HUANCAYO,SAN AGUSTÍN,18684,"11,2","40,7",14,1217
120130,JUNÍN,HUANCAYO,SAN JERONIMO DE TUNÁN,13031,"16,2","28,5",14,1367
120132,JUNÍN,HUANCAYO,SAÑO,6412,"16,2","28,5",14,1368
120133,JUNÍN,HUANCAYO,SAPALLANGA,25401,"16,1","32,6",14,1280
120134,JUNÍN,HUANCAYO,SICAYA,22244,"16,2","28,5",14,1369
120135,JUNÍN,HUANCAYO,SANTO DOMINGO DE ACOB,6406,"28,5","48,6",10,775
120136,JUNÍN,HUANCAYO,VIQUES,2957,"21,5","51,7",10,848
120201,JUNÍN,CONCEPCIÓN,CONCEPCIÓN,16806,"9,7","27,7",15,1486
120202,JUNÍN,CONCEPCIÓN,ACO,1643,"10,9","29,2",15,1430
120203,JUNÍN,CONCEPCIÓN,ANDAMARCA,3371,"33,1","60,6",8,466
120204,JUNÍN,CONCEPCIÓN,CHAMBARÁ,2675,"21,9","39,9",12,1046
120205,JUNÍN,CONCEPCIÓN,COCHAS,1971,"19,8","75,1",8,446
120206,JUNÍN,CONCEPCIÓN,COMAS,5369,"21,9","39,9",12,1047
120207,JUNÍN,CONCEPCIÓN,HEROÍNAS TOLEDO,949,"21,9","39,9",12,1048
120208,JUNÍN,CONCEPCIÓN,MANZANARES,1532,12,"33,9",14,1345
120209,JUNÍN,CONCEPCIÓN,MARISCAL CASTILLA,1465,12,"33,9",14,1346
120211,JUNÍN,CONCEPCIÓN,MITO,1457,"10,9","29,2",15,1431
120212,JUNÍN,CONCEPCIÓN,NUEVE DE JULIO,2555,"9,7","27,7",15,1487
120213,JUNÍN,CONCEPCIÓN,ORCOTUNA,5233,"22,6","53,9",10,786
120214,JUNÍN,CONCEPCIÓN,SAN JOSÉ DE QUERO,5702,"14,8","52,6",11,947
120215,JUNÍN,CONCEPCIÓN,SANTA ROSA DE OCOPA,2092,"2,4","24,5",17,1642
120301,JUNÍN,CHANCHAMAYO,CHANCHAMAYO,29175,"10,5","20,3",16,1575
120302,JUNÍN,CHANCHAMAYO,PERENÉ,60225,"22,8","39,7",12,1041
120303,JUNÍN,CHANCHAMAYO,PICHANAQUI,42869,"21,6","39,6",12,1058
120304,JUNÍN,CHANCHAMAYO,SAN LUIS DE SHUARO,3976,"12,2","30,8",14,1393
120305,JUNÍN,CHANCHAMAYO,SAN RAMÓN,29425,"10,5","20,3",16,1576
120306,JUNÍN,CHANCHAMAYO,VITOC,1715,"3,8","23,7",17,1632
120401,JUNÍN,JAUJA,JAUJA,19948,"5,1","22,4",17,1631
120402,JUNÍN,JAUJA,ACOLLA,6093,"21,5","48,5",10,914
120403,JUNÍN,JAUJA,APATA,4586,"20,5","44,6",11,989
120404,JUNÍN,JAUJA,ATAURA,1382,"13,6","30,2",14,1381
120405,JUNÍN,JAUJA,CANCHAYLLO,1692,"20,5","44,6",11,990
120406,JUNÍN,JAUJA,CURICACA,1454,"13,6","30,2",14,1382
120407,JUNÍN,JAUJA,EL MANTARO,2743,"17,4",32,14,1259
120408,JUNÍN,JAUJA,HUAMALI,1659,"11,2",26,15,1493
120409,JUNÍN,JAUJA,HUARIPAMPA,1090,"5,7","19,1",18,1671
120410,JUNÍN,JAUJA,HUERTAS,2231,"11,2",26,15,1494
120411,JUNÍN,JAUJA,JANJAILLO,557,"23,4","53,9",10,771
120412,JUNÍN,JAUJA,JULCAN,758,"11,2",26,15,1495
120413,JUNÍN,JAUJA,LEONOR ORDÓÑEZ,1616,"5,7","19,1",18,1672
120414,JUNÍN,JAUJA,LLOCLLAPAMPA,1179,"5,7","19,1",18,1673
120415,JUNÍN,JAUJA,MARCO,1447,"18,5","50,7",11,922
120416,JUNÍN,JAUJA,MASMA,1774,"18,5","50,7",11,923
120417,JUNÍN,JAUJA,MASMA CHICCHE,742,"28,9","52,9",9,672
120418,JUNÍN,JAUJA,MOLINOS,1614,21,"37,2",12,1119
120419,JUNÍN,JAUJA,MONOBAMBA,1917,21,"37,2",12,1120
120420,JUNÍN,JAUJA,MUQUI,1057,"11,7","33,8",14,1354
120422,JUNÍN,JAUJA,PACA,876,21,"37,2",12,1121
120423,JUNÍN,JAUJA,PACCHA,1413,"17,4",32,14,1260
120424,JUNÍN,JAUJA,PANCAN,1264,21,"37,2",12,1122
120425,JUNÍN,JAUJA,PARCO,1152,"11,7","33,8",14,1355
120426,JUNÍN,JAUJA,POMACANCHA,1382,"28,9","52,9",9,673
120427,JUNÍN,JAUJA,RICRÁN,1236,"28,9","52,9",9,674
120428,JUNÍN,JAUJA,SAN LORENZO,2808,"4,4","28,9",16,1541
120429,JUNÍN,JAUJA,SAN PEDRO DE CHUNÁN,675,21,"37,2",12,1123
120430,JUNÍN,JAUJA,SAUSA,3361,"17,4",32,14,1261
120431,JUNÍN,JAUJA,SINCOS,4217,"11,2",26,15,1496
120432,JUNÍN,JAUJA,TUNAN MARCA,998,21,"37,2",12,1124
120433,JUNÍN,JAUJA,YAULI,1055,"23,4","53,9",10,772
120501,JUNÍN,JUNÍN,JUNÍN,11238,"11,3","33,1",14,1372
120502,JUNÍN,JUNÍN,CARHUAMAYO,6554,"22,2","60,3",9,665
120503,JUNÍN,JUNÍN,ONDORES,1075,"19,6","41,4",12,1062
120504,JUNÍN,JUNÍN,ULCUMAYO,3890,"38,8","64,8",7,304
120601,JUNÍN,SATIPO,SATIPO,42647,"16,1","27,6",14,1383
120602,JUNÍN,SATIPO,COVIRIALI,6573,"22,6","52,8",10,813
120603,JUNÍN,SATIPO,LLAYLLA,7548,"16,3","40,3",12,1153
120604,JUNÍN,SATIPO,MAZAMARI,43191,"28,5","41,8",10,904
120605,JUNÍN,SATIPO,PAMPA HERMOSA,3654,"32,7","64,9",7,395
120606,JUNÍN,SATIPO,PANGOA,65356,"29,9","46,6",10,787
120607,JUNÍN,SATIPO,RÍO NEGRO,34427,27,"40,4",11,949
120608,JUNÍN,SATIPO,RÍO TAMBO,29909,"41,2","62,4",7,303
120609,JUNÍN,SATIPO,VIZCATÁN DEL ENE,5800,"16,3","40,3",12,1154
120701,JUNÍN,TARMA,TARMA,50544,"9,6","19,4",16,1605
120702,JUNÍN,TARMA,ACOBAMBA,9387,"24,2","42,8",11,961
120703,JUNÍN,TARMA,HUARICOLCA,1813,"30,4","60,4",8,513
120704,JUNÍN,TARMA,HUASAHUASI,9768,"24,2","42,8",11,962
120705,JUNÍN,TARMA,LA UNIÓN,3650,"16,4","37,3",12,1187
120707,JUNÍN,TARMA,PALCAMAYO,3006,"9,9","39,3",14,1266
120708,JUNÍN,TARMA,SAN PEDRO DE CAJAS,3314,"16,4","37,3",12,1188
120709,JUNÍN,TARMA,TAPO,4470,"30,4","60,4",8,514
120801,JUNÍN,YAULI,LA OROYA,13700,"8,8","16,3",18,1662
120802,JUNÍN,YAULI,CHACAPALPA,665,"13,5","35,4",14,1275
120803,JUNÍN,YAULI,HUAY-HUAY,2176,"6,2",21,17,1635
120804,JUNÍN,YAULI,MARCAPOMACOCHA,784,"11,9","29,1",15,1416
120805,JUNÍN,YAULI,MOROCOCHA,5270,"3,4",25,16,1620
120806,JUNÍN,YAULI,PACCHA,1644,"6,2",21,17,1636
120807,JUNÍN,YAULI,SANTA BÁRBARA DE CARH,1003,"11,9","29,1",15,1417
120808,JUNÍN,YAULI,SANTA ROSA DE SACCO,8618,"8,8","16,3",18,1663
120809,JUNÍN,YAULI,SUITUCANCHA,710,"13,5","35,4",14,1276
120810,JUNÍN,YAULI,YAULI,5471,"0,6","7,9",22,1821
120901,JUNÍN,CHUPACA,CHUPACA,21538,7,"22,1",16,1606
